Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Direction
-0.25,0.787,-0.32,-0.297,1.253,1.5055,-1
-2.492,-0.25,0.787,-0.32,-0.297,1.3757,-1
-0.113,-2.492,-0.25,0.787,-0.32,1.5053,1
0.401,-0.113,-2.492,-0.25,0.787,1.4578,1
0.915,0.401,-0.113,-2.492,-0.25,1.4485,1
0.145,0.915,0.401,-0.113,-2.492,1.201,1
1.957,0.145,0.915,0.401,-0.113,1.532,1
0.183,1.957,0.145,0.915,0.401,1.559,-1
-0.376,0.183,1.957,0.145,0.915,1.6858,1
0.354,1.469,-0.376,0.183,1.957,1.6625,1
1.511,0.472,0.354,1.469,-0.376,1.6187,1
0.395,1.511,0.472,0.354,1.469,1.6931,-1
-1.198,-0.24,0.395,1.511,0.472,1.307,1
0.913,-1.198,-0.24,0.395,1.511,1.2754,1
1.283,0.913,-1.198,-0.24,0.395,1.52,1
0.103,1.283,0.913,-1.198,-0.24,1.5531,-1
-0.991,0.103,1.283,0.913,-1.198,1.2716,1
2.238,-0.991,0.103,1.283,0.913,1.3459,1
0.091,2.238,-0.991,0.103,1.283,1.4797,-1
-0.155,0.091,2.238,-0.991,0.103,1.4889,-1
-1.524,-0.155,0.091,2.238,-0.991,1.5301,1
0.1,-1.524,-0.155,0.091,2.238,1.698,-1
-1.411,0.1,-1.524,-0.155,0.091,1.3981,1
0.184,-1.411,0.1,-1.524,-0.155,1.3883,-1
-0.827,0.184,-1.411,0.1,-1.524,1.4592,1
1.077,-0.827,0.184,-1.411,0.1,1.3874,-1
-0.974,1.077,-0.827,0.184,-1.411,1.2678,-1
-0.176,-0.974,1.077,-0.827,0.184,1.5872,1
0.802,-0.176,-0.974,1.077,-0.827,1.4602,1
1.164,0.802,-0.176,-0.974,1.077,1.5193,-1
-0.81,1.164,0.802,-0.176,-0.974,0.7759,1
1.899,-0.81,1.164,0.802,-0.176,1.4291,1
0.34,1.899,-0.81,1.164,0.802,1.5657,-1
-0.559,0.34,1.899,-0.81,1.164,1.618,-1
-1.348,-0.559,0.34,1.899,-0.81,1.4657,1
0.955,-1.348,-0.559,0.34,1.899,1.2127,1
0.573,0.955,-1.348,-0.559,0.34,1.4489,-1
-0.343,0.573,0.955,-1.348,-0.559,1.5186,-1
-1.243,-0.633,-0.343,0.573,0.955,1.6614,1
1.181,-1.243,-0.633,-0.343,0.573,1.3652,-1
-1.462,1.181,-1.243,-0.633,-0.343,1.2542,1
0.051,0.951,-1.462,1.181,-1.243,1.3627,-1
-0.709,0.051,0.951,-1.462,1.181,1.559,1
1.74,-0.709,0.051,0.951,-1.462,1.3975,-1
-0.216,1.74,-0.709,0.051,0.951,1.3286,-1
-0.727,-0.216,1.74,-0.709,0.051,1.5089,-1
-0.181,-0.727,-0.216,1.74,-0.709,1.3919,1
0.286,-0.181,-0.727,-0.216,1.74,1.608,-1
-1.026,0.286,-0.181,-0.727,-0.216,1.3906,1
0.272,-1.026,0.286,-0.181,-0.727,1.3187,-1
-1.766,0.272,-1.026,0.286,-0.181,1.3517,1
0.168,-1.766,0.272,-1.026,0.286,1.491,1
0.728,0.168,-1.766,0.272,-1.026,1.3893,1
0.356,0.728,0.168,-1.766,0.272,1.0866,1
0.307,0.356,0.728,0.168,-1.766,1.0222,1
0.995,0.307,0.356,0.728,0.168,1.1323,-1
-0.638,0.995,0.307,0.356,0.728,1.2088,1
0.659,-0.638,0.995,0.307,0.356,1.1868,1
0.916,0.016,0.659,-0.638,0.995,1.1276,1
0.261,0.916,0.016,0.659,-0.638,1.3006,-1
-0.205,0.261,0.916,0.016,0.659,1.2108,1
0.297,-0.205,0.261,0.916,0.016,1.4071,-1
0.065,-1.018,0.297,-0.205,0.261,0.9717,1
0.006,0.304,0.065,-1.018,0.297,1.0514,1
0.607,0.006,0.304,0.065,-1.018,1.1652,1
0.516,0.607,0.006,0.304,0.065,0.9451,1
1.387,0.516,0.607,0.006,0.304,1.4705,1
0.419,1.387,0.516,0.607,0.006,1.6756,1
0.166,0.419,1.387,0.516,0.607,1.4539,-1
1.004,-0.64,0.166,0.419,1.387,1.2993,-1
-0.821,1.004,-0.64,0.166,0.419,1.4148,-1
-1.197,-0.821,1.004,-0.64,0.166,1.5821,1
0.544,-1.197,-0.821,1.004,-0.64,1.3359,1
0.217,0.544,-1.197,-0.821,1.004,1.2367,-1
1.43,-0.375,0.217,0.544,-1.197,1.4032,-1
-0.325,1.43,-0.375,0.217,0.544,1.33821,1
-1.301,-0.316,1.327,-0.325,1.43,1.2788,1
0.607,-1.301,-0.316,1.327,-0.325,1.3017,-1
-1.91,0.607,-1.301,-0.316,1.327,1.556,-1
-0.605,-1.91,0.607,-1.301,-0.316,1.53,-1
-0.64,-0.605,-1.91,0.607,-1.301,1.4725,1
0.976,-0.64,-0.605,-1.91,0.607,1.3665,-1
-1.054,0.976,-0.64,-0.605,-1.91,1.5905,1
2.234,-1.054,0.976,-0.64,-0.605,1.5663,1
0.198,2.234,-1.054,0.976,-0.64,1.2693,1
0.942,0.198,2.234,-1.054,0.976,1.5705,1
0.474,0.437,0.942,0.198,2.234,1.2795,-1
0.479,-0.526,0.474,0.437,0.942,1.5787,-1
0.702,-0.065,0.479,-0.526,0.474,1.0405,1
0.395,0.702,-0.065,0.479,-0.526,1.2719,-1
-0.259,0.395,0.702,-0.065,0.479,1.5211,1
0.316,-0.259,0.395,0.702,-0.065,1.4177,-1
-1.024,0.316,-0.259,0.395,0.702,1.352,1
0.516,-1.024,0.316,-0.259,0.395,1.1726,1
0.129,0.516,-1.024,0.316,-0.259,1.498,-1
-1.498,0.129,0.516,-1.024,0.316,1.6472,1
0.331,-1.498,0.129,0.516,-1.024,1.6043,-1
-0.47,0.331,-1.498,0.129,0.516,1.4203,1
1.519,0.216,-0.47,0.331,-1.498,1.6292,1
-0.112,0.126,1.519,0.216,-0.47,1.6297,1
0.791,0.36,-0.112,0.126,1.519,1.3782,-1
-0.545,0.791,0.36,-0.112,0.126,1.4176,-1
-0.137,-0.545,0.791,0.36,-0.112,1.4018,1
0.593,-0.137,-0.545,0.791,0.36,1.4539,-1
-0.457,0.593,-0.137,-0.545,0.791,1.4405,-1
-0.579,-0.457,0.593,-0.137,-0.545,1.2436,-1
-0.052,-0.579,-0.457,0.593,-0.137,1.1625,1
1.143,-0.052,-0.579,-0.457,0.593,1.3493,-1
-0.011,1.143,-0.052,-0.579,-0.457,1.383,-1
-0.762,-0.011,1.143,-0.052,-0.579,1.3561,-1
-0.64,-0.762,-0.011,1.143,-0.052,1.3743,-1
-0.908,-0.64,-0.762,-0.011,1.143,1.3543,1
0.802,-0.908,-0.64,-0.762,-0.011,1.3262,-1
-0.843,0.802,-0.908,-0.64,-0.762,1.3267,1
0.158,-0.843,0.802,-0.908,-0.64,1.2738,1
1.623,0.158,-0.843,0.802,-0.908,1.3028,1
0.172,1.623,0.158,-0.843,0.802,1.3337,1
0.433,0.172,1.623,0.158,-0.843,1.0977,-1
1.126,-0.024,0.433,0.172,1.623,1.375,-1
-0.327,1.126,-0.024,0.433,0.172,1.3832,-1
-0.177,-0.327,1.126,-0.024,0.433,1.4417,1
0.469,-0.177,-0.327,1.126,-0.024,1.4631,-1
-0.768,0.469,-0.177,-0.327,1.126,1.2659,1
-0.853,0.735,-0.768,0.469,-0.177,1.4655,-1
-0.107,-0.853,0.735,-0.768,0.469,1.444,1
1.148,-0.107,-0.853,0.735,-0.768,1.4411,1
0.274,1.148,-0.107,-0.853,0.735,1.2231,-1
0.664,-0.568,0.274,1.148,-0.107,1.5479,1
-0.048,1.18,0.126,0.664,-0.568,1.6573,1
0.393,-0.048,1.18,0.126,0.664,1.2517,1
0.282,0.393,-0.048,1.18,0.126,1.1453,-1
-0.181,0.282,0.393,-0.048,1.18,0.51806,1
0.169,-0.181,0.282,0.393,-0.048,0.35607,1
0.014,1.24,0.169,-0.181,0.282,1.0126,1
0.205,0.014,1.24,0.169,-0.181,1.0275,-1
1.24,-0.309,0.205,0.014,1.24,1.5782,1
0.129,1.24,-0.309,0.205,0.014,1.4945,1
0.237,0.129,1.24,-0.309,0.205,1.7049,1
-0.889,0.496,0.237,0.129,1.24,1.7207,1
0.479,-0.889,0.496,0.237,0.129,1.5102,-1
-0.533,0.479,-0.889,0.496,0.237,1.5959,1
0.829,-0.533,0.479,-0.889,0.496,1.5146,1
0.687,0.135,0.829,-0.533,0.479,1.7211,-1
-0.093,0.687,0.135,0.829,-0.533,1.6982,1
0.777,-0.093,0.687,0.135,0.829,1.7576,-1
-0.321,0.777,-0.093,0.687,0.135,1.6937,-1
-0.98,1.211,-0.209,-0.321,0.777,1.6731,-1
-1.361,-0.98,1.211,-0.209,-0.321,1.842,1
0.499,-1.361,-0.98,1.211,-0.209,1.9219,-1
-0.263,0.499,-1.361,-0.98,1.211,1.635,1
0.365,-0.263,0.499,-1.361,-0.98,1.5992,1
0.068,0.365,-0.263,0.499,-1.361,1.4769,-1
-0.837,0.068,0.365,-0.263,0.499,1.6348,1
0.184,-0.837,0.068,0.365,-0.263,1.5666,1
1.256,0.184,-0.837,0.068,0.365,1.4776,-1
-0.258,1.256,0.184,-0.837,0.068,1.3035,1
0.503,-0.258,1.256,0.184,-0.837,1.4039,1
1.067,0.503,-0.258,1.256,0.184,1.6993,-1
-0.488,1.067,0.503,-0.258,1.256,1.4643,-1
-0.547,-0.488,1.067,0.503,-0.258,1.3292,1
0.976,-0.547,-0.488,1.067,0.503,1.3965,-1
-0.257,-0.413,-0.447,0.976,-0.547,1.4796,-1
-0.167,-0.273,-0.257,-0.413,-0.447,1.5436,1
0.402,-0.167,-0.273,-0.257,-0.413,1.3607,1
0.003,0.108,0.402,-0.167,-0.273,1.5404,1
0.963,0.003,0.108,0.402,-0.167,1.4971,-1
-0.594,0.963,0.003,0.108,0.402,1.476,1
-0.835,0.172,0.334,0.168,-0.594,1.2544,-1
-0.577,-0.835,0.172,0.334,0.168,1.4994,-1
-1.463,-0.577,-0.835,0.172,0.334,1.6484,-1
-1.435,1.246,-1.522,-1.463,-0.577,1.6006,1
0.562,-1.435,1.246,-1.522,-1.463,1.5007,1
1.175,0.562,-1.435,1.246,-1.522,1.4901,-1
-0.127,1.175,0.562,-1.435,1.246,1.3692,-1
-1.117,-0.127,1.175,0.562,-1.435,1.4574,-1
-1.296,-1.117,-0.127,1.175,0.562,1.4523,-1
-0.132,-1.296,-1.117,-0.127,1.175,1.4582,-1
1.637,-0.239,-0.132,-1.296,-1.117,1.4717,-1
-0.102,1.637,-0.239,-0.132,-1.296,1.3191,1
1.3,-0.102,1.637,-0.239,-0.132,1.4055,1
0.404,1.3,-0.102,1.637,-0.239,1.3324,-1
-0.07,0.404,1.3,-0.102,1.637,1.5607,1
0.529,-0.07,0.404,1.3,-0.102,1.5607,1
0.767,0.851,0.529,-0.07,0.404,1.4137,-1
-0.209,0.767,0.851,0.529,-0.07,1.3977,-1
-0.665,-0.209,0.767,0.851,0.529,1.4588,-1
-1.376,0.516,-0.106,-0.665,-0.209,1.4232,-1
-0.112,-1.376,0.516,-0.106,-0.665,1.5477,1
0.059,-0.112,-1.376,0.516,-0.106,1.5687,1
0.511,0.059,-0.112,-1.376,0.516,1.4878,1
0.107,0.511,0.059,-0.112,-1.376,1.1949,-1
-1.556,0.107,0.511,0.059,-0.112,1.5085,1
0.531,-1.556,0.107,0.511,0.059,1.7381,1
1.409,0.531,-1.556,0.107,0.511,1.8267,1
0.059,1.409,0.531,-1.556,0.107,1.3961,-1
-0.445,0.059,1.409,0.531,-1.556,1.2906,1
-1.379,0.227,-0.445,0.059,1.409,1.8556,-1
-0.759,-1.379,0.227,-0.445,0.059,1.859,-1
-0.592,-0.759,-1.379,0.227,-0.445,1.6347,1
0.92,-0.592,-0.759,-1.379,0.227,1.5716,1
0.184,0.92,-0.592,-0.759,-1.379,1.6621,1
0.177,0.184,0.92,-0.592,-0.759,1.469,-1
-0.672,0.177,0.184,0.92,-0.592,1.5093,-1
-1.373,-0.672,0.177,0.184,0.92,1.6536,-1
-1.054,-1.373,-0.672,0.177,0.184,1.9184,1
0.766,-1.054,-1.373,-0.672,0.177,1.5338,1
0.167,0.766,-1.054,-1.373,-0.672,1.6976,-1
-0.077,0.167,0.766,-1.054,-1.373,1.4111,-1
-1.059,-0.067,-0.077,0.167,0.766,1.4301,1
0.682,-1.059,-0.067,-0.077,0.167,1.353,-1
-0.257,0.682,-1.059,-0.067,-0.077,1.5486,1
0.047,-0.257,0.682,-1.059,-0.067,1.211,1
0.401,0.047,-0.257,0.682,-1.059,1.2586,1
0.17,1.61,0.169,0.401,0.047,1.3694,1
0.569,0.17,1.61,0.169,0.401,1.4475,-1
-0.054,0.569,0.17,1.61,0.169,1.1726,1
0.046,-0.054,0.569,0.17,1.61,1.238,1
0.338,0.046,-0.054,0.569,0.17,1.2517,-1
-0.742,0.338,0.046,-0.054,0.569,1.2324,1
0.525,-0.742,0.338,0.046,-0.054,1.1153,1
1.596,0.525,-0.742,0.338,0.046,1.2118,1
0.154,1.596,0.525,-0.742,0.338,1.1903,-1
-0.95,0.154,1.596,0.525,-0.742,1.2768,1
0.454,-0.95,0.154,1.596,0.525,1.1606,-1
0.597,-0.984,0.454,-0.95,0.154,1.3459,1
-0.133,0.137,0.597,-0.984,0.454,1.2967,1
-0.416,0.262,-0.133,0.137,0.597,1.1239,1
0.364,-0.416,0.262,-0.133,0.137,1.3823,1
0.851,0.364,-0.416,0.262,-0.133,1.4442,-1
0.251,-0.095,-0.545,-0.298,0.851,1.375,1
0.408,0.251,-0.095,-0.545,-0.298,1.4738,-1
-1.043,0.408,0.251,-0.095,-0.545,1.4957,-1
-0.815,-0.315,-1.043,0.408,0.251,1.2833,1
0.19,-0.815,-0.315,-1.043,0.408,1.3286,-1
-0.824,0.19,-0.815,-0.315,-1.043,1.4011,1
0.334,-0.824,0.19,-0.815,-0.315,1.1863,1
0.138,0.334,-0.824,0.19,-0.815,1.1146,1
0.071,0.138,0.334,-0.824,0.19,1.1997,-1
-0.329,0.071,0.138,0.334,-0.824,1.462,-1
-0.43,-0.329,0.071,0.138,0.334,1.4087,-1
-0.479,-0.43,-0.329,0.071,0.138,1.4503,-1
-0.044,-0.479,-0.43,-0.329,0.071,1.3199,1
0.706,-0.044,-0.479,-0.43,-0.329,1.4458,-1
-1.334,0.706,-0.044,-0.479,-0.43,1.6795,1
0.271,-1.334,0.706,-0.044,-0.479,1.6808,-1
-0.97,0.271,-1.334,0.706,-0.044,1.3375,-1
-0.196,-0.97,0.271,-1.334,0.706,1.4134,1
0.993,-0.196,-0.97,0.271,-1.334,1.6108,1
0.054,0.993,-0.196,-0.97,0.271,1.5543,1
0.457,0.054,0.993,-0.196,-0.97,1.5301,1
0.117,0.457,0.054,0.993,-0.196,1.2982,1
-0.626,0.445,0.117,0.457,0.054,1.3383,-1
-0.096,-0.626,0.445,0.117,0.457,1.3692,-1
-1.632,-0.096,-0.626,0.445,0.117,1.3974,-1
-1.548,-1.632,-0.096,-0.626,0.445,1.521,1
0.117,-1.548,-1.632,-0.096,-0.626,1.086,1
1.297,0.117,-1.548,-1.632,-0.096,1.2456,-1
-0.301,1.297,0.117,-1.548,-1.632,1.4104,-1
-1.168,-0.301,1.297,0.117,-1.548,1.4051,1
1.366,0.148,-1.168,-0.301,1.297,1.2062,1
0.22,1.366,0.148,-1.168,-0.301,1.2678,1
1.244,0.22,1.366,0.148,-1.168,1.2825,-1
-0.36,1.244,0.22,1.366,0.148,1.2494,1
0.652,-0.36,1.244,0.22,1.366,1.1999,-1
0.047,-0.243,0.652,-0.36,1.244,1.0925,1
0.8,0.047,-0.243,0.652,-0.36,1.1922,1
0.243,0.012,0.8,0.047,-0.243,0.8454,-1
-0.778,0.243,0.012,0.8,0.047,0.8431,1
0.463,-0.778,0.243,0.012,0.8,1.1382,1
1.121,0.151,0.463,-0.778,0.243,1.1184,-1
-0.418,1.121,0.151,0.463,-0.778,0.92417,1
-0.449,0.689,-0.418,1.121,0.151,1.2463,1
0.189,-0.449,0.689,-0.418,1.121,1.3713,1
0.495,0.189,-0.449,0.689,-0.418,1.2612,1
0.169,0.495,0.189,-0.449,0.689,1.2998,1
0.223,0.169,0.495,0.189,-0.449,1.2045,-1
-0.705,0.223,0.169,0.495,0.189,1.256,1
0.279,-0.705,0.223,0.169,0.495,1.1139,1
0.633,-0.563,0.449,0.279,-0.705,1.325,-1
-1.394,0.633,-0.563,0.449,0.279,1.3799,-1
-0.467,-1.394,0.633,-0.563,0.449,1.2863,1
0.593,-0.594,0.158,-0.467,-1.394,1.3966,1
0.427,0.593,-0.594,0.158,-0.467,1.4029,-1
-0.02,0.427,0.593,-0.594,0.158,1.748,1
1.518,-0.02,0.427,0.593,-0.594,1.5822,1
0.324,1.518,-0.02,0.427,0.593,1.534,-1
-0.061,0.324,1.518,-0.02,0.427,1.4184,1
0.667,-0.061,0.324,1.518,-0.02,1.4167,-1
-0.998,0.667,-0.061,0.324,1.518,1.4475,-1
-0.753,-0.998,0.667,-0.061,0.324,1.2916,1
-0.227,0.201,-0.753,-0.998,0.667,1.3201,-1
-0.73,-0.227,0.201,-0.753,-0.998,1.5462,-1
-0.93,-0.73,-0.227,0.201,-0.753,1.4895,1
0.445,-0.93,-0.73,-0.227,0.201,1.6451,1
0.525,0.445,-0.93,-0.73,-0.227,1.3733,-1
0.039,-0.969,0.525,0.445,-0.93,1.6857,1
0.256,0.039,-0.969,0.525,0.445,1.673,-1
-0.972,0.256,0.039,-0.969,0.525,1.4696,-1
-0.086,-0.972,0.256,0.039,-0.969,1.3805,1
1.488,-0.086,-0.972,0.256,0.039,1.6854,1
1.288,1.488,-0.086,-0.972,0.256,1.7419,1
0.181,1.288,1.488,-0.086,-0.972,1.6282,1
0.245,0.181,1.288,1.488,-0.086,1.5008,1
0.027,0.245,0.181,1.288,1.488,1.3959,1
0.004,0.027,0.245,0.181,1.288,1.659,1
1.118,0.004,0.027,0.245,0.181,1.7675,1
1.616,1.118,0.004,0.027,0.245,1.7827,1
0.387,1.616,1.118,0.004,0.027,1.7244,-1
-0.11,0.387,1.616,1.118,0.004,1.3587,-1
-0.07,-0.11,0.387,1.616,1.118,1.4508,-1
-0.101,-0.07,-0.11,0.387,1.616,1.5043,1
0.909,-0.101,-0.07,-0.11,0.387,1.393,1
0.911,0.909,-0.101,-0.07,-0.11,1.5316,-1
-0.03,0.911,0.909,-0.101,-0.07,1.4533,-1
-0.708,-0.03,0.911,0.909,-0.101,1.3644,1
0.554,-0.708,-0.03,0.911,0.909,1.6842,1
0.136,0.554,-0.708,-0.03,0.911,1.4567,-1
-1.116,0.136,0.554,-0.708,-0.03,1.5266,1
0.59,-1.116,0.136,0.554,-0.708,1.3927,-1
-0.025,0.59,-1.116,0.136,0.554,1.4283,1
0.41,-0.025,0.59,-1.116,0.136,1.1496,1
0.075,0.41,-0.025,0.59,-1.116,0.50458,-1
1.495,-0.403,-0.345,0.075,0.41,1.7728,-1
-0.087,1.495,-0.403,-0.345,0.075,1.7749,1
-0.077,0.071,-0.087,1.495,-0.403,1.3544,-1
-1.107,-0.077,0.071,-0.087,1.495,1.5339,1
0.488,-1.107,-0.077,0.071,-0.087,1.5252,1
0.544,0.488,-1.107,-0.077,0.071,1.6247,-1
-0.104,0.544,0.488,-1.107,-0.077,1.4437,1
0.899,-0.104,0.544,0.488,-1.107,1.4361,1
0.392,0.899,-0.104,0.544,0.488,1.5444,1
0.194,0.392,0.899,-0.104,0.544,1.6958,-1
-0.749,-0.208,0.194,0.392,0.899,2.335,1
0.038,-0.749,-0.208,0.194,0.392,1.4228,1
0.342,0.904,0.038,-0.749,-0.208,1.3908,1
0.046,0.342,0.904,0.038,-0.749,0.9561,-1
0.008,-0.007,0.715,-0.431,0.046,0.8298,-1
-0.134,0.008,-0.007,0.715,-0.431,0.7869,-1
-0.812,-0.134,0.008,-0.007,0.715,1.5108,-1
-1.167,-0.812,-0.134,0.008,-0.007,1.721,-1
0.351,-0.363,-1.167,-0.812,-0.134,1.5691,-1
-0.143,0.351,-0.363,-1.167,-0.812,1.4779,1
0.342,-0.143,0.351,-0.363,-1.167,1.4904,-1
0.398,-0.61,0.342,-0.143,0.351,1.5621,-1
-0.863,0.398,-0.61,0.342,-0.143,1.5103,1
0.967,0.6,-0.863,0.398,-0.61,1.5968,-1
-0.949,0.967,0.6,-0.863,0.398,1.4987,-1
-0.778,-0.949,0.967,0.6,-0.863,1.692,-1
-0.353,-0.641,-0.778,-0.949,0.967,1.4946,1
0.4,-0.353,-0.641,-0.778,-0.949,1.6104,1
0.484,0.4,-0.353,-0.641,-0.778,1.6359,1
0.041,0.484,0.4,-0.353,-0.641,1.6006,-1
-0.272,0.041,0.484,0.4,-0.353,1.6418,1
0.846,-0.272,0.041,0.484,0.4,1.6798,1
0.318,0.689,0.846,-0.272,0.041,1.56174,-1
-0.277,0.318,0.689,0.846,-0.272,1.55446,1
1.104,-0.277,0.318,0.689,0.846,1.64816,-1
-0.109,1.104,-0.277,0.318,0.689,1.34727,1
0.048,-0.109,1.104,-0.277,0.318,1.41617,-1
-0.858,0.048,-0.109,1.104,-0.277,1.51104,1
0.421,-0.858,0.048,-0.109,1.104,1.49167,1
0.693,0.421,-0.858,0.048,-0.109,1.5623,1
0.07,0.693,0.421,-0.858,0.048,1.29018,1
0.33,0.07,0.693,0.421,-0.858,1.52708,1
0.018,0.33,0.07,0.693,0.421,1.4901,-1
0.07,-0.792,0.018,0.33,0.07,1.5512,-1
-1.451,0.07,-0.792,0.018,0.33,1.74494,1
0.931,0.789,0.561,-1.451,0.07,1.52368,-1
0.566,-0.641,0.931,0.789,0.561,1.70806,-1
-0.027,0.566,-0.641,0.931,0.789,1.56854,1
0.032,-0.027,0.566,-0.641,0.931,1.61624,1
0.962,0.032,-0.027,0.566,-0.641,1.63682,1
0.261,0.962,0.032,-0.027,0.566,1.48883,-1
-1.019,-0.48,0.261,0.962,0.032,1.70497,1
-0.758,0.186,-1.019,-0.48,0.261,1.44982,1
0.562,-0.758,0.186,-1.019,-0.48,1.43743,-1
-0.752,0.562,-0.758,0.186,-1.019,1.51353,-1
-0.808,-0.752,0.562,-0.758,0.186,1.65319,1
0.18,-0.808,-0.752,0.562,-0.758,1.58193,-1
-0.047,0.18,-0.808,-0.752,0.562,2.34437,-1
-0.493,-0.047,0.18,-0.808,-0.752,1.81944,-1
-1.02,-0.493,-0.047,0.18,-0.808,2.11447,1
0.07,-1.02,-0.493,-0.047,0.18,2.24687,-1
-0.095,0.07,-1.02,-0.493,-0.047,1.72172,1
0.244,-0.095,0.07,-1.02,-0.493,1.74622,-1
1.377,-0.76,0.244,-0.095,0.07,2.09711,-1
-0.65,-0.069,1.377,-0.76,0.244,2.16869,1
0.273,-0.65,-0.069,1.377,-0.76,2.07977,1
0.227,0.448,0.273,-0.65,-0.069,1.7974,1
0.597,0.227,0.448,0.273,-0.65,1.90062,-1
-0.834,0.597,0.227,0.448,0.273,1.66133,1
0.001,-0.834,0.597,0.227,0.448,1.52531,1
0.555,0.001,-0.834,0.597,0.227,1.97983,-1
-1.176,0.555,0.001,-0.834,0.597,2.04974,-1
-1,-1.176,0.555,0.001,-0.834,2.35504,-1
-1.672,-1,-1.176,0.555,0.001,2.68996,1
0.294,-1.672,-1,-1.176,0.555,2.18067,1
-1.325,0.593,0.294,-1.672,-1,2.21705,1
1.974,-1.325,0.593,0.294,-1.672,2.30856,-1
0.866,-0.675,1.974,-1.325,0.593,1.79503,-1
-0.884,0.866,-0.675,1.974,-1.325,1.95974,1
0.395,-0.884,0.866,-0.675,1.974,2.15152,-1
-1.138,0.395,-0.884,0.866,-0.675,2.18227,1
1.192,-1.138,0.395,-0.884,0.866,2.36236,1
0.459,1.192,-1.138,0.395,-0.884,1.98004,-1
-0.257,1.247,-0.085,0.459,1.192,1.9971,-1
-0.109,-0.257,1.247,-0.085,0.459,1.7072,1
0.639,-0.109,-0.257,1.247,-0.085,1.85702,-1
-1.071,0.639,-0.109,-0.257,1.247,1.88966,1
0.419,-1.071,0.639,-0.109,-0.257,1.83497,-1
-1.003,0.419,-1.071,0.639,-0.109,1.99529,-1
-0.458,-1.003,0.419,-1.071,0.639,2.18859,1
1.009,-0.458,-1.003,0.419,-1.071,1.85686,1
0.466,1.002,0.696,1.009,-0.458,1.77586,-1
-0.151,0.466,1.002,0.696,1.009,1.63175,1
0.385,-0.151,0.466,1.002,0.696,1.68117,1
0.018,0.385,-0.151,0.466,1.002,1.681,-1
-0.34,0.018,0.385,-0.151,0.466,1.74218,1
0.097,0.639,-0.34,0.018,0.385,1.38143,-1
-0.607,0.097,0.639,-0.34,0.018,1.84068,1
0.9,-0.607,0.097,0.639,-0.34,1.8101,1
0.172,0.9,-0.607,0.097,0.639,1.81379,-1
-0.687,0.172,0.9,-0.607,0.097,1.62752,1
0.125,-0.687,0.172,0.9,-0.607,1.54712,-1
-0.021,0.125,-0.687,0.172,0.9,1.85137,-1
-0.216,-0.021,0.125,-0.687,0.172,1.71549,1
0.524,-0.216,-0.021,0.125,-0.687,1.82412,-1
-0.235,0.524,-0.216,-0.021,0.125,1.66418,1
0.257,0.226,-0.235,0.524,-0.216,1.69815,1
0.222,0.257,0.226,-0.235,0.524,1.84044,1
0.363,0.222,0.257,0.226,-0.235,1.77604,1
0.495,0.363,0.222,0.257,0.226,2.40737,-1
-0.071,0.495,0.363,0.222,0.257,1.71453,-1
-0.205,-0.071,0.495,0.363,0.222,1.7207,1
0.022,-0.205,-0.071,0.495,0.363,1.82325,-1
-1.083,0.022,-0.205,-0.071,0.495,2.02992,-1
-0.763,-1.083,0.022,-0.205,-0.071,2.4188,-1
-0.074,-0.763,-1.083,0.022,-0.205,1.73862,1
0.914,-0.074,-0.763,-1.083,0.022,1.77241,-1
-0.143,0.914,-0.074,-0.763,-1.083,1.76928,-1
-0.71,-0.143,0.914,-0.074,-0.763,2.10949,1
0.883,0.261,-0.71,-0.143,0.914,1.80582,-1
-0.834,0.883,0.261,-0.71,-0.143,1.88347,1
0.245,-0.834,0.883,0.261,-0.71,1.95244,1
1.168,0.245,-0.834,0.883,0.261,1.90081,1
0.625,1.168,0.245,-0.834,0.883,1.8463,1
0.088,0.227,0.625,1.168,0.245,1.8125,1
0.262,0.088,0.227,0.625,1.168,2.04871,1
-0.553,0.116,0.262,0.088,0.227,1.5821,1
0.476,0.673,-0.553,0.116,0.262,2.06334,-1
-0.661,0.476,0.673,-0.553,0.116,2.12984,1
0.541,-0.661,0.476,0.673,-0.553,1.76699,-1
0.173,-0.377,0.541,-0.661,0.476,1.93418,1
0.457,0.173,-0.377,0.541,-0.661,1.9458,1
-0.767,0.56,0.457,0.173,-0.377,1.7896,1
0.095,-0.767,0.56,0.457,0.173,1.71687,1
0.074,0.71,0.095,-0.767,0.56,1.99998,-1
-0.737,0.074,0.71,0.095,-0.767,1.98122,-1
-0.764,-0.737,0.074,0.71,0.095,1.93028,-1
-0.268,-0.764,-0.737,0.074,0.71,1.80414,1
0.706,-0.183,0.674,-0.268,-0.764,1.94156,-1
0.283,-0.599,0.706,-0.183,0.674,1.56288,-1
0.074,-1.178,0.283,-0.599,0.706,1.85915,-1
0.057,-0.1,0.074,-1.178,0.283,1.55879,1
0.166,0.057,-0.1,0.074,-1.178,1.62133,-1
-0.339,0.166,0.057,-0.1,0.074,1.67862,-1
-0.657,-0.339,0.166,0.057,-0.1,1.9308,1
0.23,-0.657,-0.339,0.166,0.057,1.57111,-1
-0.6,0.23,-0.657,-0.339,0.166,1.54109,1
0.103,0.986,-0.319,0.596,-0.6,2.22986,-1
-0.292,0.103,0.986,-0.319,0.596,1.64016,1
1.262,-0.292,0.103,0.986,-0.319,1.93209,1
